-- Logs begin at Sat 2020-02-01 07:14:07 UTC, end at Sun 2020-02-02 17:59:53 UTC. --
Feb 02 17:36:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:36:51.591990 I | etcdserver: start to snapshot (applied: 58927414, lastsnap: 58917413)
Feb 02 17:48:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:49.726409 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/prometheus-848f5f9cc8-fqqk7.15efa710e76eaac3\" " with result "range_response_count:1 size:618" took too long (986.204758ms) to execute
Feb 02 17:48:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:49.726605 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (279.833041ms) to execute
Feb 02 17:48:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:50.008114 W | etcdserver: read-only range request "key:\"/registry/deployments/default/\" range_end:\"/registry/deployments/default0\" limit:500 " with result "range_response_count:1 size:1897" took too long (101.009763ms) to execute
Feb 02 17:48:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:54.843120 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (535.402778ms) to execute
Feb 02 17:48:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:54.843313 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4240" took too long (647.987845ms) to execute
Feb 02 17:48:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:54.843409 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (567.802249ms) to execute
Feb 02 17:48:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:54.843583 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/fluentds\" range_end:\"/registry/config.istio.io/fluentdt\" count_only:true " with result "range_response_count:0 size:7" took too long (666.426775ms) to execute
Feb 02 17:48:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:54.843832 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (569.231671ms) to execute
Feb 02 17:49:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:49:01.431970 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.batch\" " with result "range_response_count:1 size:608" took too long (590.468116ms) to execute
Feb 02 17:49:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:49:01.478852 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.events.k8s.io\" " with result "range_response_count:1 size:646" took too long (636.756652ms) to execute
Feb 02 17:49:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:49:01.479241 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (593.93552ms) to execute
Feb 02 17:49:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:49:01.479424 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.extensions\" " with result "range_response_count:1 size:637" took too long (636.132465ms) to execute
Feb 02 17:49:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:49:01.479533 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.policy\" " with result "range_response_count:1 size:625" took too long (636.056803ms) to execute
Feb 02 17:49:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:49:01.479687 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.authentication.k8s.io\" " with result "range_response_count:1 size:670" took too long (637.249337ms) to execute
Feb 02 17:49:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:49:01.479787 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/listcheckers\" range_end:\"/registry/config.istio.io/listcheckert\" count_only:true " with result "range_response_count:0 size:7" took too long (178.177511ms) to execute
Feb 02 17:49:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:49:05.775040 W | wal: sync duration of 1.628675904s, expected less than 1s
Feb 02 17:49:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:49:05.792086 W | etcdserver: read-only range request "key:\"/registry/priorityclasses\" range_end:\"/registry/priorityclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (761.715509ms) to execute
Feb 02 17:49:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:49:05.792876 W | etcdserver: read-only range request "key:\"/registry/minions/\" range_end:\"/registry/minions0\" " with result "range_response_count:6 size:28480" took too long (345.212423ms) to execute
Feb 02 17:49:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:49:05.793119 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (1.518089222s) to execute
Feb 02 17:49:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:49:05.793250 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (291.480141ms) to execute
Feb 02 17:49:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:49:05.793382 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (913.733033ms) to execute
Feb 02 17:49:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:49:05.793576 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kube-proxy-token-6ncqr\" " with result "range_response_count:1 size:2304" took too long (450.136935ms) to execute
Feb 02 17:49:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:49:05.793670 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/flannel-token-gkg9c\" " with result "range_response_count:1 size:2283" took too long (488.775694ms) to execute
Feb 02 17:49:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:49:05.793819 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (286.22343ms) to execute
Feb 02 17:49:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:49:05.794875 W | etcdserver: read-only range request "key:\"/registry/events\" range_end:\"/registry/eventt\" count_only:true " with result "range_response_count:0 size:10" took too long (174.564418ms) to execute
Feb 02 17:49:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:49:08.867483 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:3990" took too long (118.43348ms) to execute
Feb 02 17:49:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:49:08.867540 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions\" range_end:\"/registry/apiextensions.k8s.io/customresourcedefinitiont\" count_only:true " with result "range_response_count:0 size:9" took too long (134.927327ms) to execute
Feb 02 17:49:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:49:08.867817 W | etcdserver: read-only range request "key:\"/registry/events/kube-system/prometheus-operator-prometheus-node-exporter-phxzz.15ef88bb84c036ed\" " with result "range_response_count:1 size:674" took too long (367.301551ms) to execute
Feb 02 17:49:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:49:08.867835 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4181" took too long (103.853909ms) to execute
Feb 02 17:49:46 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:49:46.752161 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (545.628004ms) to execute
Feb 02 17:49:46 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:49:46.752212 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (404.51582ms) to execute
Feb 02 17:49:46 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:49:46.752293 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (733.842261ms) to execute
Feb 02 17:49:46 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:49:46.752725 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/servicemonitors\" range_end:\"/registry/monitoring.coreos.com/servicemonitort\" count_only:true " with result "range_response_count:0 size:9" took too long (250.741972ms) to execute
Feb 02 17:49:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:49:52.702484 I | mvcc: store.index: compact 53477802
Feb 02 17:49:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:49:52.722104 I | mvcc: finished scheduled compaction at 53477802 (took 18.130638ms)
Feb 02 17:49:53 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:49:53.085011 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (303.181862ms) to execute
Feb 02 17:49:53 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:49:53.086138 W | etcdserver: read-only range request "key:\"/registry/minions/\" range_end:\"/registry/minions0\" limit:500 " with result "range_response_count:6 size:28480" took too long (118.328763ms) to execute
Feb 02 17:49:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:49:57.407372 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-tracing-77885fdf8d-jfq5c\" " with result "range_response_count:1 size:2139" took too long (373.137908ms) to execute
Feb 02 17:49:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:49:57.407500 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (297.583101ms) to execute
Feb 02 17:50:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:50:14.602853 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/istio-system/istio-egressgateway\" " with result "range_response_count:1 size:532" took too long (136.653771ms) to execute
Feb 02 17:50:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:50:14.823904 W | etcdserver: request "header:<ID:14919139277752429996 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/istio-system/istio-egressgateway-54b4586c76-8xlgp\" mod_revision:53478530 > success:<request_put:<key:\"/registry/pods/istio-system/istio-egressgateway-54b4586c76-8xlgp\" value_size:2864 >> failure:<request_range:<key:\"/registry/pods/istio-system/istio-egressgateway-54b4586c76-8xlgp\" > >>" with result "size:20" took too long (110.705551ms) to execute
Feb 02 17:50:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:50:15.386983 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-egressgateway\" " with result "range_response_count:1 size:889" took too long (553.65055ms) to execute
Feb 02 17:50:32 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:50:32.325267 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (119.45962ms) to execute
Feb 02 17:51:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:51:05.543064 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/statsds\" range_end:\"/registry/config.istio.io/statsdt\" count_only:true " with result "range_response_count:0 size:7" took too long (162.930538ms) to execute
Feb 02 17:52:42 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:52:42.062888 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4181" took too long (483.015783ms) to execute
Feb 02 17:52:42 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:52:42.072096 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/logentries\" range_end:\"/registry/config.istio.io/logentriet\" count_only:true " with result "range_response_count:0 size:9" took too long (320.708855ms) to execute
Feb 02 17:52:53 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:52:53.298578 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (223.818962ms) to execute
Feb 02 17:53:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:53:26.543793 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (368.107997ms) to execute
Feb 02 17:53:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:53:26.544021 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/authorizations\" range_end:\"/registry/config.istio.io/authorizationt\" count_only:true " with result "range_response_count:0 size:7" took too long (200.106558ms) to execute
Feb 02 17:53:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:53:26.544135 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (143.588402ms) to execute
Feb 02 17:53:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:53:31.923451 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:3990" took too long (219.579106ms) to execute
Feb 02 17:54:25 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:54:25.417829 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (355.936884ms) to execute
Feb 02 17:54:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:54:52.730478 I | mvcc: store.index: compact 53478446
Feb 02 17:54:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:54:52.738589 I | mvcc: finished scheduled compaction at 53478446 (took 5.619579ms)
Feb 02 17:54:53 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:54:53.274344 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (352.709304ms) to execute
Feb 02 17:55:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:55:16.867032 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (172.601616ms) to execute
Feb 02 17:55:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:55:16.867077 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4181" took too long (108.059884ms) to execute
Feb 02 17:55:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:55:18.241461 W | etcdserver: request "header:<ID:14919139277752433126 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/replicasets/istio-system/prometheus-848f5f9cc8\" mod_revision:53479095 > success:<request_put:<key:\"/registry/replicasets/istio-system/prometheus-848f5f9cc8\" value_size:1459 >> failure:<request_range:<key:\"/registry/replicasets/istio-system/prometheus-848f5f9cc8\" > >>" with result "size:20" took too long (325.335848ms) to execute
Feb 02 17:55:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:55:23.312011 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/serviceentries\" range_end:\"/registry/networking.istio.io/serviceentriet\" count_only:true " with result "range_response_count:0 size:7" took too long (264.283689ms) to execute
Feb 02 17:55:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:55:23.312268 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (349.522598ms) to execute
Feb 02 17:55:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:55:23.312329 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-telemetry\" " with result "range_response_count:1 size:6148" took too long (353.304726ms) to execute
Feb 02 17:55:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:55:23.312373 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/kuberneteses\" range_end:\"/registry/config.istio.io/kuberneteset\" count_only:true " with result "range_response_count:0 size:9" took too long (245.342291ms) to execute
Feb 02 17:55:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:55:59.986667 W | etcdserver: request "header:<ID:14919139277752433589 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/replicasets/istio-system/istio-egressgateway-54b4586c76\" mod_revision:53479224 > success:<request_put:<key:\"/registry/replicasets/istio-system/istio-egressgateway-54b4586c76\" value_size:2530 >> failure:<request_range:<key:\"/registry/replicasets/istio-system/istio-egressgateway-54b4586c76\" > >>" with result "size:20" took too long (136.088302ms) to execute
Feb 02 17:55:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:55:59.987297 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/disruption-controller-token-dzc52\" " with result "range_response_count:1 size:2381" took too long (148.358171ms) to execute
Feb 02 17:56:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:56:00.001579 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (105.800763ms) to execute
Feb 02 17:56:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:56:00.001987 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-egressgateway-54b4586c76-8xlgp\" " with result "range_response_count:1 size:3010" took too long (103.916279ms) to execute
Feb 02 17:56:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:56:00.002036 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (161.684704ms) to execute
Feb 02 17:56:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:56:15.331188 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/istio-system/istio-pilot\" " with result "range_response_count:1 size:536" took too long (154.51209ms) to execute
Feb 02 17:56:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:56:15.331397 W | etcdserver: request "header:<ID:14919139277752433813 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/istio-system/istio-pilot-759bbfd844-fddz9\" mod_revision:53479279 > success:<request_put:<key:\"/registry/pods/istio-system/istio-pilot-759bbfd844-fddz9\" value_size:2549 >> failure:<request_range:<key:\"/registry/pods/istio-system/istio-pilot-759bbfd844-fddz9\" > >>" with result "size:20" took too long (138.414336ms) to execute
Feb 02 17:56:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:56:15.331720 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-pilot\" " with result "range_response_count:1 size:771" took too long (140.223017ms) to execute
