-- Logs begin at Tue 2019-12-17 22:38:51 UTC, end at Thu 2019-12-19 09:13:15 UTC. --
Dec 19 08:52:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 08:52:32.406590 I | wal: segmented wal file /var/lib/etcd/member/wal/0000000000000637-0000000002f4f6f8.wal is created
Dec 19 09:03:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:03:38.756762 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (1.379447902s) to execute
Dec 19 09:03:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:03:38.757873 W | etcdserver: read-only range request "key:\"/registry/services/specs\" range_end:\"/registry/services/spect\" count_only:true " with result "range_response_count:0 size:9" took too long (1.550017319s) to execute
Dec 19 09:03:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:03:38.763952 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-operator-token-t4dst\" " with result "range_response_count:1 size:2434" took too long (590.699681ms) to execute
Dec 19 09:03:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:03:38.763976 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/metrics-server\" " with result "range_response_count:1 size:603" took too long (1.330821444s) to execute
Dec 19 09:03:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:03:38.764166 W | etcdserver: read-only range request "key:\"/registry/services/specs/default/kubernetes\" " with result "range_response_count:1 size:294" took too long (1.331900719s) to execute
Dec 19 09:03:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:03:39.023456 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/kube-proxy\" " with result "range_response_count:1 size:228" took too long (168.915395ms) to execute
Dec 19 09:03:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:03:39.023603 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (168.72975ms) to execute
Dec 19 09:03:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:03:39.024024 W | etcdserver: request "header:<ID:14919139277707368255 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/deployments/default/backend\" mod_revision:45005894 > success:<request_put:<key:\"/registry/deployments/default/backend\" value_size:1831 >> failure:<request_range:<key:\"/registry/deployments/default/backend\" > >>" with result "size:20" took too long (168.326578ms) to execute
Dec 19 09:03:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:03:56.801929 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "error:context canceled" took too long (9.999141137s) to execute
Dec 19 09:03:57 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:03:57.510594 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "error:context canceled" took too long (10.013792552s) to execute
Dec 19 09:04:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:00.500052 W | etcdserver: timed out waiting for read index response
Dec 19 09:04:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:00.500284 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-czlhk.15e1ba4806804789\" " with result "error:etcdserver: request timed out" took too long (15.000445719s) to execute
Dec 19 09:04:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:06.519544 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-czlhk.15e1ba4806804789\" " with result "error:context canceled" took too long (5.998959239s) to execute
Dec 19 09:04:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:06.519849 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-whlcs\" " with result "error:context canceled" took too long (16.594480022s) to execute
Dec 19 09:04:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:06.519958 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-rq4ch\" " with result "error:context canceled" took too long (18.192636144s) to execute
Dec 19 09:04:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:06.520189 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "error:context canceled" took too long (10.00937384s) to execute
Dec 19 09:04:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:06.520335 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "error:context canceled" took too long (10.008955662s) to execute
Dec 19 09:04:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:06.534215 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "error:context canceled" took too long (10.019983597s) to execute
Dec 19 09:04:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:09.106783 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("etcdserver: request timed out")
Dec 19 09:04:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:09.606997 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("etcdserver: request timed out")
Dec 19 09:04:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:10.107317 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("etcdserver: request timed out")
Dec 19 09:04:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:10.607486 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("etcdserver: request timed out")
Dec 19 09:04:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:11.107542 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("etcdserver: request timed out")
Dec 19 09:04:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:11.125572 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "error:context canceled" took too long (9.999672496s) to execute
Dec 19 09:04:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:11.314510 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "error:context canceled" took too long (9.999031535s) to execute
Dec 19 09:04:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:11.314789 W | etcdserver: read-only range request "key:\"/registry/events/kube-system/kube-scheduler-openhouse-demo-k8s-master-1.15d2b8691f895acb\" " with result "error:context canceled" took too long (9.767114866s) to execute
Dec 19 09:04:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:11.607792 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("etcdserver: request timed out")
Dec 19 09:04:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:12.108060 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("etcdserver: request timed out")
Dec 19 09:04:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:12.608514 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("etcdserver: request timed out")
Dec 19 09:04:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:13.108857 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("etcdserver: request timed out")
Dec 19 09:04:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:13.373124 W | wal: sync duration of 27.8834144s, expected less than 1s
Dec 19 09:04:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:13.609039 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("etcdserver: request timed out")
Dec 19 09:04:14 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:14.109423 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("etcdserver: request timed out")
Dec 19 09:04:14 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:14.609546 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("etcdserver: request timed out")
Dec 19 09:04:14 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:14.742771 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-lf9xf\" " with result "error:context canceled" took too long (27.723715327s) to execute
Dec 19 09:04:14 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:14.743055 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "error:context canceled" took too long (9.999154027s) to execute
Dec 19 09:04:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:15.109706 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("etcdserver: request timed out")
Dec 19 09:04:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:15.609996 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("etcdserver: request timed out")
Dec 19 09:04:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:16.110234 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("etcdserver: request timed out")
Dec 19 09:04:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:16.512410 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-czlhk.15e1ba4806804789\" " with result "error:context canceled" took too long (3.615253931s) to execute
Dec 19 09:04:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:16.512499 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "error:context canceled" took too long (9.932825646s) to execute
Dec 19 09:04:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:16.512686 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-rq4ch\" " with result "error:context canceled" took too long (9.933874217s) to execute
Dec 19 09:04:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:16.514969 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-whlcs.15e1ba47573d345f\" " with result "error:context canceled" took too long (6.591062139s) to execute
Dec 19 09:04:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:16.515120 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-whlcs\" " with result "error:context canceled" took too long (9.971259645s) to execute
Dec 19 09:04:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:16.515328 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "error:context canceled" took too long (9.972965425s) to execute
Dec 19 09:04:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:16.515577 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "error:context canceled" took too long (9.968468931s) to execute
Dec 19 09:04:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:16.610377 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("etcdserver: request timed out")
Dec 19 09:04:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:17.110575 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("etcdserver: request timed out")
Dec 19 09:04:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:17.610896 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("etcdserver: request timed out")
Dec 19 09:04:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:17.610957 W | etcdserver: failed to revoke 4f0b6e20ca52d847 ("etcdserver: request timed out")
Dec 19 09:04:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:18.111224 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("etcdserver: request timed out")
Dec 19 09:04:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:18.111307 W | etcdserver: failed to revoke 4f0b6e20ca52d847 ("etcdserver: request timed out")
Dec 19 09:04:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:18.611636 W | etcdserver: failed to revoke 4f0b6e20ca52d847 ("etcdserver: request timed out")
Dec 19 09:04:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:18.611705 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("etcdserver: request timed out")
Dec 19 09:04:19 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:19.111837 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("etcdserver: request timed out")
Dec 19 09:04:19 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:19.111915 W | etcdserver: failed to revoke 4f0b6e20ca52d847 ("etcdserver: request timed out")
Dec 19 09:04:19 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:19.612324 W | etcdserver: failed to revoke 4f0b6e20ca52d847 ("etcdserver: request timed out")
Dec 19 09:04:19 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:19.612388 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("etcdserver: request timed out")
Dec 19 09:04:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:20.112459 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("etcdserver: request timed out")
Dec 19 09:04:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:20.112576 W | etcdserver: failed to revoke 4f0b6e20ca52d847 ("etcdserver: request timed out")
Dec 19 09:04:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:20.612735 W | etcdserver: failed to revoke 4f0b6e20ca52d847 ("etcdserver: request timed out")
Dec 19 09:04:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:20.612800 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("etcdserver: request timed out")
Dec 19 09:04:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:21.112903 W | etcdserver: failed to revoke 4f0b6e20ca52d847 ("etcdserver: request timed out")
Dec 19 09:04:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:21.112963 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("etcdserver: request timed out")
Dec 19 09:04:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:21.134936 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "error:context canceled" took too long (9.536837952s) to execute
Dec 19 09:04:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:21.135360 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-rq4jm\" " with result "error:context canceled" took too long (9.536247282s) to execute
Dec 19 09:04:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:21.318676 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "error:context canceled" took too long (9.963393386s) to execute
Dec 19 09:04:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:21.328030 W | etcdserver: read-only range request "key:\"/registry/events/kube-system/kube-scheduler-openhouse-demo-k8s-master-1.15d2b8691f895acb\" " with result "error:context canceled" took too long (5.370042989s) to execute
Dec 19 09:04:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:21.613206 W | etcdserver: failed to revoke 4f0b6e20ca52d847 ("etcdserver: request timed out")
Dec 19 09:04:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:21.613305 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("etcdserver: request timed out")
Dec 19 09:04:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:22.113465 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("etcdserver: request timed out")
Dec 19 09:04:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:22.113612 W | etcdserver: failed to revoke 4f0b6e20ca52d847 ("etcdserver: request timed out")
Dec 19 09:04:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:22.613904 W | etcdserver: failed to revoke 4f0b6e20ca52d847 ("etcdserver: request timed out")
Dec 19 09:04:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:22.614010 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("etcdserver: request timed out")
Dec 19 09:04:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:23.114104 W | etcdserver: failed to revoke 4f0b6e20ca52d847 ("etcdserver: request timed out")
