-- Logs begin at Thu 2020-01-30 14:51:24 UTC, end at Sat 2020-02-01 07:35:41 UTC. --
Feb 01 07:12:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:12:28.000753 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/prometheuses\" range_end:\"/registry/monitoring.coreos.com/prometheuset\" count_only:true " with result "range_response_count:0 size:9" took too long (273.586268ms) to execute
Feb 01 07:16:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:16:05.017775 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (159.487517ms) to execute
Feb 01 07:16:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:16:14.113887 W | etcdserver: request "header:<ID:14919139277751074660 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" mod_revision:53138241 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" value_size:4105 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" > >>" with result "size:20" took too long (175.2979ms) to execute
Feb 01 07:16:44 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:16:44.570068 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/attributemanifests\" range_end:\"/registry/config.istio.io/attributemanifestt\" count_only:true " with result "range_response_count:0 size:9" took too long (396.514363ms) to execute
Feb 01 07:16:44 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:16:44.570195 W | etcdserver: request "header:<ID:14919139277751074960 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" mod_revision:53138295 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" value_size:4105 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" > >>" with result "size:20" took too long (392.674766ms) to execute
Feb 01 07:16:44 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:16:44.570726 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:3990" took too long (376.591808ms) to execute
Feb 01 07:16:44 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:16:44.570871 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (296.278631ms) to execute
Feb 01 07:16:44 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:16:44.571312 W | etcdserver: read-only range request "key:\"/registry/storageclasses\" range_end:\"/registry/storageclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (120.746358ms) to execute
Feb 01 07:16:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:16:50.592124 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/serviceentries\" range_end:\"/registry/networking.istio.io/serviceentriet\" count_only:true " with result "range_response_count:0 size:7" took too long (206.324541ms) to execute
Feb 01 07:16:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:16:50.592164 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1419" took too long (215.086269ms) to execute
Feb 01 07:16:53 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:16:53.335543 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:6185" took too long (141.993123ms) to execute
Feb 01 07:17:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:17:11.958670 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices\" range_end:\"/registry/apiregistration.k8s.io/apiservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (384.596483ms) to execute
Feb 01 07:17:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:17:40.484328 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (125.244282ms) to execute
Feb 01 07:18:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:18:02.313384 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (429.576754ms) to execute
Feb 01 07:18:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:18:02.313715 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:6260" took too long (122.137948ms) to execute
Feb 01 07:18:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:18:04.341853 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4240" took too long (522.39616ms) to execute
Feb 01 07:18:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:18:04.342092 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (516.156047ms) to execute
Feb 01 07:18:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:18:07.126953 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-egressgateway\" " with result "range_response_count:1 size:5908" took too long (496.490975ms) to execute
Feb 01 07:18:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:18:07.127371 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-egressgateway\" " with result "range_response_count:1 size:889" took too long (737.612898ms) to execute
Feb 01 07:18:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:18:10.500462 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (131.488763ms) to execute
Feb 01 07:18:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:18:22.475233 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-telemetry\" " with result "range_response_count:1 size:6148" took too long (324.475311ms) to execute
Feb 01 07:18:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:18:22.475314 W | etcdserver: read-only range request "key:\"/registry/pods\" range_end:\"/registry/podt\" count_only:true " with result "range_response_count:0 size:9" took too long (516.20298ms) to execute
Feb 01 07:18:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:18:35.140023 W | etcdserver: request "header:<ID:14919139277751076126 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" mod_revision:53138503 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" value_size:4105 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" > >>" with result "size:20" took too long (245.554854ms) to execute
Feb 01 07:18:37 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:18:37.590391 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets\" range_end:\"/registry/poddisruptionbudgett\" count_only:true " with result "range_response_count:0 size:9" took too long (724.734056ms) to execute
Feb 01 07:18:37 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:18:37.590678 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-telemetry\" " with result "range_response_count:1 size:6148" took too long (102.930151ms) to execute
Feb 01 07:18:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:18:40.921923 W | etcdserver: request "header:<ID:14919139277751076179 > lease_revoke:<id:4f0b6e20ccee44ae>" with result "size:29" took too long (142.491148ms) to execute
Feb 01 07:18:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:18:52.866371 W | etcdserver: request "header:<ID:14919139277751076314 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-master-1\" mod_revision:53138533 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" value_size:4682 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" > >>" with result "size:20" took too long (152.408506ms) to execute
Feb 01 07:18:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:18:52.866662 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:6260" took too long (169.83262ms) to execute
Feb 01 07:18:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:18:52.889811 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (192.181514ms) to execute
Feb 01 07:18:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:18:52.890048 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-pilot-759bbfd844-x85lv\" " with result "range_response_count:1 size:3254" took too long (164.828499ms) to execute
Feb 01 07:18:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:18:52.890188 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (158.198171ms) to execute
Feb 01 07:18:55 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:18:55.438367 W | etcdserver: request "header:<ID:14919139277751076349 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" mod_revision:53138538 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" value_size:4105 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" > >>" with result "size:20" took too long (250.948743ms) to execute
Feb 01 07:18:55 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:18:55.438601 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1480" took too long (148.102247ms) to execute
Feb 01 07:18:55 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:18:55.438722 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-c7gks\" " with result "range_response_count:1 size:2314" took too long (150.686817ms) to execute
Feb 01 07:18:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:18:58.364091 W | etcdserver: request "header:<ID:14919139277751076376 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/istio-system/istio-pilot-759bbfd844-x85lv.15ef361fe3a2a82f\" mod_revision:0 > success:<request_put:<key:\"/registry/events/istio-system/istio-pilot-759bbfd844-x85lv.15ef361fe3a2a82f\" value_size:429 lease:5695767240896300157 >> failure:<>>" with result "size:20" took too long (162.995475ms) to execute
Feb 01 07:19:06 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:19:06.045622 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (479.350155ms) to execute
Feb 01 07:19:06 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:19:06.045804 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/handlers\" range_end:\"/registry/config.istio.io/handlert\" count_only:true " with result "range_response_count:0 size:9" took too long (306.749128ms) to execute
Feb 01 07:19:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:19:10.227544 W | etcdserver: read-only range request "key:\"/registry/pods/kube-system/metrics-server-68f94cc659-8pkpg\" " with result "range_response_count:1 size:3153" took too long (221.907527ms) to execute
Feb 01 07:19:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:19:10.227642 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (164.608284ms) to execute
Feb 01 07:19:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:19:14.908582 I | mvcc: store.index: compact 53138054
Feb 01 07:19:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:19:14.915545 I | mvcc: finished scheduled compaction at 53138054 (took 5.543469ms)
Feb 01 07:19:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:19:15.678977 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (403.59055ms) to execute
Feb 01 07:19:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:19:15.679140 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (684.121956ms) to execute
Feb 01 07:19:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:19:15.679358 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (540.283315ms) to execute
Feb 01 07:19:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:19:15.680055 W | etcdserver: request "header:<ID:14919139277751076589 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" mod_revision:53138606 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" value_size:4105 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" > >>" with result "size:20" took too long (198.074428ms) to execute
Feb 01 07:19:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:19:15.681772 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (196.119553ms) to execute
Feb 01 07:24:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:24:14.926489 I | mvcc: store.index: compact 53138626
Feb 01 07:24:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:24:14.934603 I | mvcc: finished scheduled compaction at 53138626 (took 6.233949ms)
Feb 01 07:24:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:24:17.885702 N | compactor: Starting auto-compaction at revision 53059266
Feb 01 07:24:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:24:17.886069 N | compactor: Finished auto-compaction at revision 53059266
Feb 01 07:29:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:29:14.942553 I | mvcc: store.index: compact 53139180
Feb 01 07:29:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:29:14.949785 I | mvcc: finished scheduled compaction at 53139180 (took 5.179549ms)
