-- Logs begin at Fri 2020-01-31 10:16:36 UTC, end at Sat 2020-02-01 22:20:19 UTC. --
Feb 01 21:57:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:16.108329 W | wal: sync duration of 2.560027638s, expected less than 1s
Feb 01 21:57:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:28.314923 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-7ljh9\" " with result "range_response_count:1 size:1498" took too long (543.616603ms) to execute
Feb 01 21:57:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:31.006954 W | wal: sync duration of 2.693464313s, expected less than 1s
Feb 01 21:57:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:31.007226 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-qzp2x\" " with result "range_response_count:1 size:1743" took too long (2.736080638s) to execute
Feb 01 21:57:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:31.007290 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-zv7l7\" " with result "range_response_count:1 size:1502" took too long (2.738804843s) to execute
Feb 01 21:57:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:31.007336 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/coredns\" " with result "range_response_count:1 size:3542" took too long (2.741111392s) to execute
Feb 01 21:57:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:31.008683 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/deployment-controller-token-lsgcf\" " with result "range_response_count:1 size:2381" took too long (2.738848748s) to execute
Feb 01 21:57:33 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:33.366950 W | wal: sync duration of 2.359744111s, expected less than 1s
Feb 01 21:57:33 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:33.369588 W | etcdserver: read-only range request "key:\"/registry/resourcequotas/kube-system/\" range_end:\"/registry/resourcequotas/kube-system0\" " with result "range_response_count:0 size:7" took too long (5.052780825s) to execute
Feb 01 21:57:33 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:33.369661 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:851" took too long (2.364561687s) to execute
Feb 01 21:57:33 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:33.369879 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (2.451529521s) to execute
Feb 01 21:57:33 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:33.370013 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.admissionregistration.k8s.io\" " with result "range_response_count:1 size:692" took too long (3.438570333s) to execute
Feb 01 21:57:33 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:33.370070 W | etcdserver: read-only range request "key:\"/registry/rolebindings\" range_end:\"/registry/rolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (2.929454629s) to execute
Feb 01 21:57:33 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:33.370217 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (3.594294175s) to execute
Feb 01 21:57:33 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:33.370402 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (4.666927225s) to execute
Feb 01 21:57:33 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:33.370450 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-kv9ml\" " with result "range_response_count:1 size:1743" took too long (2.948317835s) to execute
Feb 01 21:57:33 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:33.370602 W | etcdserver: read-only range request "key:\"/registry/jobs\" range_end:\"/registry/jobt\" count_only:true " with result "range_response_count:0 size:9" took too long (4.924942421s) to execute
Feb 01 21:57:33 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:33.370722 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (3.367661781s) to execute
Feb 01 21:57:33 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:33.370808 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (3.603257302s) to execute
Feb 01 21:57:33 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:33.370994 W | etcdserver: read-only range request "key:\"/registry/deployments/default/backend\" " with result "range_response_count:1 size:1910" took too long (5.046104114s) to execute
Feb 01 21:57:33 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:33.371031 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (3.368703288s) to execute
Feb 01 21:57:33 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:33.371218 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (3.813025429s) to execute
Feb 01 21:57:33 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:33.371330 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (3.390933623s) to execute
Feb 01 21:57:33 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:33.371403 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-9dqb2\" " with result "range_response_count:1 size:1502" took too long (5.047203999s) to execute
Feb 01 21:57:33 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:33.371570 W | etcdserver: read-only range request "key:\"/registry/namespaces/kube-system\" " with result "range_response_count:1 size:180" took too long (4.001721208s) to execute
Feb 01 21:57:33 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:33.371609 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.authentication.k8s.io\" " with result "range_response_count:1 size:670" took too long (3.439387846s) to execute
Feb 01 21:57:33 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:33.371707 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.storage.k8s.io\" " with result "range_response_count:1 size:635" took too long (3.438121524s) to execute
Feb 01 21:57:33 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:33.371930 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.extensions\" " with result "range_response_count:1 size:637" took too long (3.439869593s) to execute
Feb 01 21:57:33 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:33.372141 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1alpha1.admissionregistration.k8s.io\" " with result "range_response_count:1 size:694" took too long (3.440601848s) to execute
Feb 01 21:57:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:35.297545 W | wal: sync duration of 1.930294331s, expected less than 1s
Feb 01 21:57:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:35.301786 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/prometheusrules\" range_end:\"/registry/monitoring.coreos.com/prometheusrulet\" count_only:true " with result "range_response_count:0 size:9" took too long (3.384182422s) to execute
Feb 01 21:57:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:35.302635 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (4.278725198s) to execute
Feb 01 21:57:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:35.302885 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/deployment-controller\" " with result "range_response_count:1 size:262" took too long (4.282442496s) to execute
Feb 01 21:57:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:35.303212 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-7swx2\" " with result "range_response_count:1 size:1498" took too long (4.276005323s) to execute
Feb 01 21:57:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:35.303444 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices\" range_end:\"/registry/apiregistration.k8s.io/apiservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (2.788028296s) to execute
Feb 01 21:57:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:35.303790 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets\" range_end:\"/registry/poddisruptionbudgett\" count_only:true " with result "range_response_count:0 size:7" took too long (3.255564196s) to execute
Feb 01 21:57:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:35.304219 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-qzp2x\" " with result "range_response_count:1 size:1743" took too long (4.283822125s) to execute
Feb 01 21:57:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:36.269252 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (1.993010174s) to execute
Feb 01 21:57:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:36.269309 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.coordination.k8s.io\" " with result "range_response_count:1 size:664" took too long (2.871692879s) to execute
Feb 01 21:57:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:36.269509 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.authorization.k8s.io\" " with result "range_response_count:1 size:667" took too long (2.871917478s) to execute
Feb 01 21:57:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:36.269545 W | etcdserver: read-only range request "key:\"/registry/deployments/default/\" range_end:\"/registry/deployments/default0\" limit:500 " with result "range_response_count:1 size:1910" took too long (2.623809205s) to execute
Feb 01 21:57:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:36.269673 W | etcdserver: read-only range request "key:\"/registry/services/specs/kube-system/alertmanager-operated\" " with result "range_response_count:1 size:504" took too long (2.873038137s) to execute
Feb 01 21:57:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:36.269789 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (2.761729077s) to execute
Feb 01 21:57:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:36.269870 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/kubernetes-dashboard\" " with result "range_response_count:1 size:523" took too long (2.878295858s) to execute
Feb 01 21:57:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:36.270085 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-prometheus\" " with result "range_response_count:1 size:422" took too long (2.88023838s) to execute
Feb 01 21:57:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:36.270108 W | etcdserver: read-only range request "key:\"/registry/pods/default/\" range_end:\"/registry/pods/default0\" limit:500 " with result "range_response_count:10 size:16261" took too long (2.775353075s) to execute
Feb 01 21:57:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:36.270261 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/metrics-server\" " with result "range_response_count:1 size:603" took too long (2.880734817s) to execute
Feb 01 21:57:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:36.270344 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.rbac.authorization.k8s.io\" " with result "range_response_count:1 size:668" took too long (2.87108834s) to execute
Feb 01 21:57:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:36.270413 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/cronjob-controller\" " with result "range_response_count:1 size:253" took too long (2.880921367s) to execute
Feb 01 21:57:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:36.270532 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.autoscaling\" " with result "range_response_count:1 size:626" took too long (2.871924755s) to execute
Feb 01 21:57:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:36.270571 W | etcdserver: read-only range request "key:\"/registry/namespaces/kube-public\" " with result "range_response_count:1 size:180" took too long (2.881480748s) to execute
Feb 01 21:57:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:36.270736 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/metrics-server\" " with result "range_response_count:1 size:603" took too long (2.88197869s) to execute
Feb 01 21:57:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:36.270936 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-5fxhk\" " with result "range_response_count:1 size:1502" took too long (2.884347717s) to execute
Feb 01 21:57:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:36.271210 W | etcdserver: read-only range request "key:\"/registry/deployments/default/backend\" " with result "range_response_count:1 size:1910" took too long (2.888185697s) to execute
Feb 01 21:57:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:36.271664 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v2beta2.autoscaling\" " with result "range_response_count:1 size:640" took too long (2.873806187s) to execute
Feb 01 21:57:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:36.272780 W | etcdserver: failed to revoke 4f0b6e20ccf70fd9 ("lease not found")
Feb 01 21:57:37 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:37.746141 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/replicaset-controller\" " with result "range_response_count:1 size:262" took too long (2.418080306s) to execute
Feb 01 21:57:37 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:37.746330 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-kv9ml\" " with result "range_response_count:1 size:1623" took too long (2.426447157s) to execute
Feb 01 21:57:37 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:37.746464 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-r9qrv\" " with result "range_response_count:1 size:1502" took too long (2.426390553s) to execute
Feb 01 21:57:37 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:37.746653 W | etcdserver: read-only range request "key:\"/registry/controllers\" range_end:\"/registry/controllert\" count_only:true " with result "range_response_count:0 size:7" took too long (1.490400195s) to execute
