-- Logs begin at Mon 2019-10-07 09:29:53 UTC, end at Thu 2019-10-10 17:28:41 UTC. --
Oct 10 17:07:28 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:07:28.095847 W | wal: sync duration of 3.552405309s, expected less than 1s
Oct 10 17:08:06 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:06.345036 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4755" took too long (1.899402761s) to execute
Oct 10 17:08:06 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:06.345957 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (1.011147494s) to execute
Oct 10 17:08:06 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:06.346270 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5252" took too long (621.273701ms) to execute
Oct 10 17:08:06 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:06.346302 W | etcdserver: read-only range request "key:\"/registry/limitranges\" range_end:\"/registry/limitranget\" count_only:true " with result "range_response_count:0 size:7" took too long (894.377604ms) to execute
Oct 10 17:08:09 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:09.611552 W | wal: sync duration of 1.25320126s, expected less than 1s
Oct 10 17:08:09 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:09.614715 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/noops\" range_end:\"/registry/config.istio.io/noopt\" count_only:true " with result "range_response_count:0 size:7" took too long (848.010474ms) to execute
Oct 10 17:08:15 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:15.406184 W | wal: sync duration of 2.791655452s, expected less than 1s
Oct 10 17:08:15 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:15.409162 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/coredns\" " with result "range_response_count:1 size:3542" took too long (2.760056483s) to execute
Oct 10 17:08:16 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:16.166749 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (1.961371175s) to execute
Oct 10 17:08:16 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:16.166790 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (2.20395154s) to execute
Oct 10 17:08:16 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:16.166855 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-operator-token-t4dst\" " with result "range_response_count:1 size:2434" took too long (3.225842924s) to execute
Oct 10 17:08:16 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:16.166917 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (2.293224036s) to execute
Oct 10 17:08:16 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:16.167033 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/kuberneteses\" range_end:\"/registry/config.istio.io/kuberneteset\" count_only:true " with result "range_response_count:0 size:9" took too long (3.230125689s) to execute
Oct 10 17:08:16 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:16.167199 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (2.537156826s) to execute
Oct 10 17:08:16 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:16.167325 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5252" took too long (831.706176ms) to execute
Oct 10 17:08:16 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:16.167470 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1465" took too long (2.613752849s) to execute
Oct 10 17:08:16 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:16.167669 W | etcdserver: read-only range request "key:\"/registry/volumeattachments\" range_end:\"/registry/volumeattachmentt\" count_only:true " with result "range_response_count:0 size:7" took too long (3.071651059s) to execute
Oct 10 17:08:16 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:16.168112 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (1.716835441s) to execute
Oct 10 17:08:16 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:16.168255 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.78526508s) to execute
Oct 10 17:08:16 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:16.168325 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/serviceroles\" range_end:\"/registry/rbac.istio.io/servicerolet\" count_only:true " with result "range_response_count:0 size:7" took too long (1.19218061s) to execute
Oct 10 17:08:16 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:16.168536 W | etcdserver: read-only range request "key:\"/registry/storageclasses\" range_end:\"/registry/storageclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (1.237285186s) to execute
Oct 10 17:08:16 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:16.169151 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (2.179013511s) to execute
Oct 10 17:08:16 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:16.169657 W | etcdserver: read-only range request "key:\"/registry/priorityclasses\" range_end:\"/registry/priorityclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (1.368673951s) to execute
Oct 10 17:08:16 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:16.169879 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (1.455807423s) to execute
Oct 10 17:08:16 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:16.170595 W | etcdserver: read-only range request "key:\"/registry/clusterroles\" range_end:\"/registry/clusterrolet\" count_only:true " with result "range_response_count:0 size:9" took too long (306.717734ms) to execute
Oct 10 17:08:16 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:16.170854 W | etcdserver: failed to revoke 4f0b6da58ec0bd30 ("lease not found")
Oct 10 17:08:16 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:16.170945 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-galley-service-account-token-rn4kk\" " with result "range_response_count:1 size:2440" took too long (129.329205ms) to execute
Oct 10 17:08:17 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:17.614156 W | wal: sync duration of 1.436386614s, expected less than 1s
Oct 10 17:08:17 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:17.616587 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.storage.k8s.io\" " with result "range_response_count:1 size:635" took too long (1.191745062s) to execute
Oct 10 17:08:17 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:17.616653 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (550.325426ms) to execute
Oct 10 17:08:17 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:17.616894 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/pod-garbage-collector\" " with result "range_response_count:1 size:262" took too long (1.440454479s) to execute
Oct 10 17:08:17 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:17.616931 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/quotas\" range_end:\"/registry/config.istio.io/quotat\" count_only:true " with result "range_response_count:0 size:7" took too long (855.528658ms) to execute
Oct 10 17:08:17 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:17.616956 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/generic-garbage-collector\" " with result "range_response_count:1 size:274" took too long (1.440785479s) to execute
Oct 10 17:08:17 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:17.616996 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.scheduling.k8s.io\" " with result "range_response_count:1 size:659" took too long (1.192371087s) to execute
Oct 10 17:08:17 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:17.617072 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.authorization.k8s.io\" " with result "range_response_count:1 size:667" took too long (1.192168958s) to execute
Oct 10 17:08:17 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:17.617108 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.\" " with result "range_response_count:1 size:581" took too long (1.191750951s) to execute
Oct 10 17:08:17 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:17.617159 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/istio-system/istio-galley-service-account\" " with result "range_response_count:1 size:636" took too long (1.440893065s) to execute
Oct 10 17:08:17 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:17.617191 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/tracespans\" range_end:\"/registry/config.istio.io/tracespant\" count_only:true " with result "range_response_count:0 size:7" took too long (1.023963021s) to execute
Oct 10 17:08:17 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:17.617346 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/generic-garbage-collector\" " with result "range_response_count:1 size:274" took too long (1.442124626s) to execute
Oct 10 17:08:17 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:17.617380 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1alpha1.admissionregistration.k8s.io\" " with result "range_response_count:1 size:694" took too long (1.192108181s) to execute
Oct 10 17:08:17 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:17.617498 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (1.248693794s) to execute
Oct 10 17:08:17 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:17.617572 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (1.247702355s) to execute
Oct 10 17:08:17 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:17.617600 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (1.225900033s) to execute
Oct 10 17:08:17 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:17.617666 W | etcdserver: read-only range request "key:\"/registry/deployments/default/\" range_end:\"/registry/deployments/default0\" limit:500 " with result "range_response_count:1 size:1897" took too long (1.175435969s) to execute
Oct 10 17:08:20 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:20.751776 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/rbacconfigs\" range_end:\"/registry/rbac.istio.io/rbacconfigt\" count_only:true " with result "range_response_count:0 size:7" took too long (278.190997ms) to execute
Oct 10 17:08:23 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:23.075729 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:8051" took too long (538.054772ms) to execute
Oct 10 17:08:23 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:23.530350 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:6063" took too long (480.252082ms) to execute
Oct 10 17:08:23 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:23.530564 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (924.030322ms) to execute
Oct 10 17:08:27 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:27.613043 W | wal: sync duration of 1.638646629s, expected less than 1s
Oct 10 17:08:27 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:27.615870 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (527.666742ms) to execute
Oct 10 17:08:27 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:27.616128 W | etcdserver: read-only range request "key:\"/registry/initializerconfigurations\" range_end:\"/registry/initializerconfigurationt\" count_only:true " with result "range_response_count:0 size:7" took too long (1.298735646s) to execute
Oct 10 17:08:27 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:27.616177 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/rules\" range_end:\"/registry/config.istio.io/rulet\" count_only:true " with result "range_response_count:0 size:9" took too long (970.466268ms) to execute
Oct 10 17:08:27 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:27.616506 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (1.056753332s) to execute
Oct 10 17:08:27 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:27.616521 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.385216294s) to execute
Oct 10 17:08:27 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:27.616545 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:5971" took too long (540.228993ms) to execute
Oct 10 17:08:29 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:29.009318 W | wal: sync duration of 1.372199506s, expected less than 1s
Oct 10 17:08:29 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:29.011928 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (603.071501ms) to execute
Oct 10 17:08:29 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:29.011972 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kube-proxy-token-6ncqr\" " with result "range_response_count:1 size:2304" took too long (1.106361977s) to execute
Oct 10 17:08:29 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:29.012124 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (1.368842392s) to execute
