-- Logs begin at Sun 2019-12-15 09:07:23 UTC, end at Mon 2019-12-16 23:39:12 UTC. --
Dec 16 23:17:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:17:36.106601 W | etcdserver: read-only range request "key:\"/registry/mutatingwebhookconfigurations\" range_end:\"/registry/mutatingwebhookconfigurationt\" count_only:true " with result "range_response_count:0 size:9" took too long (332.382997ms) to execute
Dec 16 23:21:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:10.126205 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-operator-token-t4dst\" " with result "range_response_count:1 size:2434" took too long (2.591482387s) to execute
Dec 16 23:21:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:10.419553 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-operator\" " with result "range_response_count:1 size:414" took too long (290.367023ms) to execute
Dec 16 23:21:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:10.419613 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (2.711086527s) to execute
Dec 16 23:21:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:10.419733 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (2.88230721s) to execute
Dec 16 23:21:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:10.420078 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-npq2r\" " with result "range_response_count:1 size:1735" took too long (2.720920644s) to execute
Dec 16 23:21:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:10.420121 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (2.706836993s) to execute
Dec 16 23:21:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:10.420639 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (643.540202ms) to execute
Dec 16 23:21:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:10.420860 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (699.65836ms) to execute
Dec 16 23:21:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:11.173143 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/replicaset-controller\" " with result "range_response_count:1 size:262" took too long (736.090783ms) to execute
Dec 16 23:21:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:11.173206 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (738.355809ms) to execute
Dec 16 23:21:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:11.173424 W | etcdserver: read-only range request "key:\"/registry/events/default/backend.15e0fd40fc51f0be\" " with result "range_response_count:1 size:462" took too long (734.171684ms) to execute
Dec 16 23:21:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:11.173597 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-npq2r\" " with result "range_response_count:1 size:1855" took too long (353.835397ms) to execute
Dec 16 23:21:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:11.173620 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (374.975891ms) to execute
Dec 16 23:21:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:11.173908 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (374.532086ms) to execute
Dec 16 23:21:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:11.174000 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (369.277566ms) to execute
Dec 16 23:21:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:11.390356 W | etcdserver: request "header:<ID:14919139277705049082 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/deployments/default/backend\" mod_revision:44419876 > success:<request_put:<key:\"/registry/deployments/default/backend\" value_size:1844 >> failure:<request_range:<key:\"/registry/deployments/default/backend\" > >>" with result "size:20" took too long (113.569337ms) to execute
Dec 16 23:21:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:11.390552 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-npq2r\" " with result "range_response_count:1 size:1735" took too long (112.812323ms) to execute
Dec 16 23:21:14 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:14.012250 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/prometheusrules\" range_end:\"/registry/monitoring.coreos.com/prometheusrulet\" count_only:true " with result "range_response_count:0 size:9" took too long (673.2943ms) to execute
Dec 16 23:21:14 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:14.012410 W | etcdserver: read-only range request "key:\"/registry/services/specs/kube-system/alertmanager-operated\" " with result "range_response_count:1 size:504" took too long (194.366141ms) to execute
Dec 16 23:21:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:15.632232 W | wal: sync duration of 1.054030892s, expected less than 1s
Dec 16 23:21:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:15.637262 W | etcdserver: read-only range request "key:\"/registry/mutatingwebhookconfigurations\" range_end:\"/registry/mutatingwebhookconfigurationt\" count_only:true " with result "range_response_count:0 size:9" took too long (432.453134ms) to execute
Dec 16 23:21:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:15.714162 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1436" took too long (309.892251ms) to execute
Dec 16 23:21:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:18.587280 W | wal: sync duration of 1.408367166s, expected less than 1s
Dec 16 23:21:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:18.590943 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (1.122311982s) to execute
Dec 16 23:21:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:18.591288 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (128.14849ms) to execute
Dec 16 23:21:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:20.124360 W | wal: sync duration of 1.525262918s, expected less than 1s
Dec 16 23:21:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:20.126971 W | etcdserver: read-only range request "key:\"/registry/clusterrolebindings\" range_end:\"/registry/clusterrolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (1.373381103s) to execute
Dec 16 23:21:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:22.285479 W | wal: sync duration of 1.003285927s, expected less than 1s
Dec 16 23:21:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:22.289243 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/metrics-server-v0.3.1\" " with result "range_response_count:0 size:7" took too long (987.7297ms) to execute
Dec 16 23:21:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:22.289735 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-ltnck\" " with result "range_response_count:1 size:1735" took too long (655.157718ms) to execute
Dec 16 23:21:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:22.806960 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (269.208225ms) to execute
Dec 16 23:21:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:22.807008 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/deployment-controller-token-lsgcf\" " with result "range_response_count:1 size:2381" took too long (493.248708ms) to execute
Dec 16 23:21:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:22.807118 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (184.935795ms) to execute
Dec 16 23:21:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:22.807170 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (187.716877ms) to execute
Dec 16 23:21:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:23.680472 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/coredns-token-hmdjn\" " with result "range_response_count:1 size:2283" took too long (648.76565ms) to execute
Dec 16 23:21:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:24.059361 W | etcdserver: read-only range request "key:\"/registry/networkpolicies\" range_end:\"/registry/networkpoliciet\" count_only:true " with result "range_response_count:0 size:7" took too long (101.823724ms) to execute
Dec 16 23:21:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:24.059431 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (754.11675ms) to execute
Dec 16 23:21:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:24.059839 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/coredns\" " with result "range_response_count:1 size:575" took too long (372.935838ms) to execute
Dec 16 23:21:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:26.001789 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (320.799582ms) to execute
Dec 16 23:21:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:27.089378 W | wal: sync duration of 1.090116285s, expected less than 1s
Dec 16 23:21:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:27.092750 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (732.04485ms) to execute
Dec 16 23:21:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:27.092894 W | etcdserver: failed to revoke 4f0b6e20ca2ff3ee ("lease not found")
Dec 16 23:21:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:27.092967 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (266.178294ms) to execute
Dec 16 23:21:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:27.093233 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (264.354503ms) to execute
Dec 16 23:21:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:30.826537 W | etcdserver: read-only range request "key:\"/registry/podsecuritypolicy\" range_end:\"/registry/podsecuritypolicz\" count_only:true " with result "range_response_count:0 size:9" took too long (194.960262ms) to execute
Dec 16 23:21:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:30.827031 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-ltnck\" " with result "range_response_count:1 size:1855" took too long (102.086519ms) to execute
Dec 16 23:21:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:31.051670 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (161.561769ms) to execute
Dec 16 23:21:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:32.536542 W | wal: sync duration of 1.476260318s, expected less than 1s
Dec 16 23:21:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:32.540009 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (1.330322366s) to execute
Dec 16 23:21:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:32.540206 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.421097791s) to execute
Dec 16 23:21:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:32.540386 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (245.005188ms) to execute
Dec 16 23:21:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:32.540461 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (246.029059ms) to execute
Dec 16 23:21:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:32.540570 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.431076365s) to execute
Dec 16 23:21:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:32.540913 W | etcdserver: read-only range request "key:\"/registry/jobs\" range_end:\"/registry/jobt\" count_only:true " with result "range_response_count:0 size:9" took too long (992.297011ms) to execute
Dec 16 23:21:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:52.865226 W | etcdserver: read-only range request "key:\"/registry/masterleases/\" range_end:\"/registry/masterleases0\" " with result "range_response_count:1 size:131" took too long (135.140203ms) to execute
Dec 16 23:21:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:52.865620 W | etcdserver: request "header:<ID:14919139277705049439 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/deployments/default/backend\" mod_revision:44420000 > success:<request_put:<key:\"/registry/deployments/default/backend\" value_size:1844 >> failure:<request_range:<key:\"/registry/deployments/default/backend\" > >>" with result "size:20" took too long (116.866559ms) to execute
Dec 16 23:24:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:24:20.057355 I | mvcc: store.index: compact 44419679
Dec 16 23:24:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:24:20.073526 I | mvcc: finished scheduled compaction at 44419679 (took 14.028777ms)
Dec 16 23:26:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:26:53.056841 W | etcdserver: request "header:<ID:14919139277705052171 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-5wh6q.15e0fdb29097e48f\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-5wh6q.15e0fdb29097e48f\" value_size:392 lease:5695767240850276177 >> failure:<>>" with result "size:20" took too long (101.570094ms) to execute
Dec 16 23:29:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:29:20.080911 I | mvcc: store.index: compact 44420415
Dec 16 23:29:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:29:20.086666 I | mvcc: finished scheduled compaction at 44420415 (took 4.506567ms)
Dec 16 23:34:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:34:20.112257 I | mvcc: store.index: compact 44421274
Dec 16 23:34:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:34:20.120007 I | mvcc: finished scheduled compaction at 44421274 (took 5.178981ms)
