-- Logs begin at Wed 2020-01-29 20:49:21 UTC, end at Fri 2020-01-31 18:15:55 UTC. --
Jan 31 17:52:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:52:57.415383 I | pkg/fileutil: purged file /var/lib/etcd/member/wal/0000000000000737-000000000378eff8.wal successfully
Jan 31 17:56:53 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:53.171965 W | etcdserver: failed to revoke 4f0b6e20cce64278 ("etcdserver: request timed out")
Jan 31 17:56:53 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:53.172071 W | etcdserver: failed to revoke 4f0b6e20cce642d4 ("etcdserver: request timed out")
Jan 31 17:56:53 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:53.172142 W | etcdserver: failed to revoke 4f0b6e20cce5c1ec ("etcdserver: request timed out")
Jan 31 17:56:53 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:53.672046 W | etcdserver: failed to revoke 4f0b6e20cce5c1ec ("etcdserver: request timed out")
Jan 31 17:56:53 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:53.672171 W | etcdserver: failed to revoke 4f0b6e20cce642d4 ("etcdserver: request timed out")
Jan 31 17:56:53 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:53.672225 W | etcdserver: failed to revoke 4f0b6e20cce64278 ("etcdserver: request timed out")
Jan 31 17:56:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:54.172334 W | etcdserver: failed to revoke 4f0b6e20cce64278 ("etcdserver: request timed out")
Jan 31 17:56:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:54.172404 W | etcdserver: failed to revoke 4f0b6e20cce642d4 ("etcdserver: request timed out")
Jan 31 17:56:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:54.172439 W | etcdserver: failed to revoke 4f0b6e20cce5c1ec ("etcdserver: request timed out")
Jan 31 17:56:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:54.258579 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "error:context canceled" took too long (9.936819502s) to execute
Jan 31 17:56:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:54.672584 W | etcdserver: failed to revoke 4f0b6e20cce642d4 ("etcdserver: request timed out")
Jan 31 17:56:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:54.672648 W | etcdserver: failed to revoke 4f0b6e20cce5c1ec ("etcdserver: request timed out")
Jan 31 17:56:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:54.672670 W | etcdserver: failed to revoke 4f0b6e20cce64278 ("etcdserver: request timed out")
Jan 31 17:56:55 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:55.018576 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "error:context canceled" took too long (9.960658517s) to execute
Jan 31 17:56:55 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:55.020455 W | etcdserver: read-only range request "key:\"/registry/events/kube-system/kube-controller-manager-openhouse-demo-k8s-master-1.15d2b86a2e76e0bc\" " with result "error:context canceled" took too long (6.191076314s) to execute
Jan 31 17:56:55 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:55.172802 W | etcdserver: failed to revoke 4f0b6e20cce642d4 ("etcdserver: request timed out")
Jan 31 17:56:55 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:55.172926 W | etcdserver: failed to revoke 4f0b6e20cce5c1ec ("etcdserver: request timed out")
Jan 31 17:56:55 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:55.173029 W | etcdserver: failed to revoke 4f0b6e20cce64278 ("etcdserver: request timed out")
Jan 31 17:56:55 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:55.673000 W | etcdserver: failed to revoke 4f0b6e20cce64278 ("etcdserver: request timed out")
Jan 31 17:56:55 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:55.673056 W | etcdserver: failed to revoke 4f0b6e20cce5c1ec ("etcdserver: request timed out")
Jan 31 17:56:55 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:55.673110 W | etcdserver: failed to revoke 4f0b6e20cce642d4 ("etcdserver: request timed out")
Jan 31 17:56:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:56.173177 W | etcdserver: failed to revoke 4f0b6e20cce5c1ec ("etcdserver: request timed out")
Jan 31 17:56:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:56.173275 W | etcdserver: failed to revoke 4f0b6e20cce642d4 ("etcdserver: request timed out")
Jan 31 17:56:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:56.173301 W | etcdserver: failed to revoke 4f0b6e20cce64278 ("etcdserver: request timed out")
Jan 31 17:56:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:56.673574 W | etcdserver: failed to revoke 4f0b6e20cce5c1ec ("etcdserver: request timed out")
Jan 31 17:56:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:56.673629 W | etcdserver: failed to revoke 4f0b6e20cce64278 ("etcdserver: request timed out")
Jan 31 17:56:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:56.673648 W | etcdserver: failed to revoke 4f0b6e20cce642d4 ("etcdserver: request timed out")
Jan 31 17:56:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:57.157503 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-wjx4m\" " with result "error:context canceled" took too long (9.918782195s) to execute
Jan 31 17:56:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:57.157976 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "error:context canceled" took too long (9.920127212s) to execute
Jan 31 17:56:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:57.158455 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-wjx4m.15ef0a2962b1d1c6\" " with result "error:context canceled" took too long (5.766631836s) to execute
Jan 31 17:56:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:57.173531 W | etcdserver: failed to revoke 4f0b6e20cce5c1ec ("etcdserver: request timed out")
Jan 31 17:56:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:57.173578 W | etcdserver: failed to revoke 4f0b6e20cce642d4 ("etcdserver: request timed out")
Jan 31 17:56:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:57.173622 W | etcdserver: failed to revoke 4f0b6e20cce64278 ("etcdserver: request timed out")
Jan 31 17:56:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:57.673887 W | etcdserver: failed to revoke 4f0b6e20cce64278 ("etcdserver: request timed out")
Jan 31 17:56:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:57.673932 W | etcdserver: failed to revoke 4f0b6e20cce5c1ec ("etcdserver: request timed out")
Jan 31 17:56:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:57.673955 W | etcdserver: failed to revoke 4f0b6e20cce642d4 ("etcdserver: request timed out")
Jan 31 17:56:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:58.173964 W | etcdserver: failed to revoke 4f0b6e20cce642d4 ("etcdserver: request timed out")
Jan 31 17:56:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:58.174013 W | etcdserver: failed to revoke 4f0b6e20cce5c1ec ("etcdserver: request timed out")
Jan 31 17:56:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:58.174035 W | etcdserver: failed to revoke 4f0b6e20cce64278 ("etcdserver: request timed out")
Jan 31 17:56:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:58.392447 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v2beta2.autoscaling\" " with result "error:context canceled" took too long (6.076803657s) to execute
Jan 31 17:56:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:58.392896 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1alpha1.admissionregistration.k8s.io\" " with result "error:context canceled" took too long (6.077387691s) to execute
Jan 31 17:56:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:58.393264 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.admissionregistration.k8s.io\" " with result "error:context canceled" took too long (6.077663134s) to execute
Jan 31 17:56:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:58.393833 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.authorization.k8s.io\" " with result "error:context canceled" took too long (6.078398585s) to execute
Jan 31 17:56:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:58.393908 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.autoscaling\" " with result "error:context canceled" took too long (6.078308538s) to execute
Jan 31 17:56:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:58.674437 W | etcdserver: failed to revoke 4f0b6e20cce64278 ("etcdserver: request timed out")
Jan 31 17:56:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:58.674504 W | etcdserver: failed to revoke 4f0b6e20cce642d4 ("etcdserver: request timed out")
Jan 31 17:56:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:58.674524 W | etcdserver: failed to revoke 4f0b6e20cce5c1ec ("etcdserver: request timed out")
Jan 31 17:56:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:59.174640 W | etcdserver: failed to revoke 4f0b6e20cce64278 ("etcdserver: request timed out")
Jan 31 17:56:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:59.174702 W | etcdserver: failed to revoke 4f0b6e20cce5c1ec ("etcdserver: request timed out")
Jan 31 17:56:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:59.174717 W | etcdserver: failed to revoke 4f0b6e20cce642d4 ("etcdserver: request timed out")
Jan 31 17:56:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:59.674784 W | etcdserver: failed to revoke 4f0b6e20cce5c1ec ("etcdserver: request timed out")
Jan 31 17:56:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:59.674848 W | etcdserver: failed to revoke 4f0b6e20cce642d4 ("etcdserver: request timed out")
Jan 31 17:56:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:59.674870 W | etcdserver: failed to revoke 4f0b6e20cce64278 ("etcdserver: request timed out")
Jan 31 17:56:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:56:59.956358 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "error:context canceled" took too long (9.933074161s) to execute
Jan 31 17:57:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:00.175001 W | etcdserver: failed to revoke 4f0b6e20cce642d4 ("etcdserver: request timed out")
Jan 31 17:57:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:00.175094 W | etcdserver: failed to revoke 4f0b6e20cce5c1ec ("etcdserver: request timed out")
Jan 31 17:57:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:00.175114 W | etcdserver: failed to revoke 4f0b6e20cce64278 ("etcdserver: request timed out")
Jan 31 17:57:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:00.675133 W | etcdserver: failed to revoke 4f0b6e20cce5c1ec ("etcdserver: request timed out")
Jan 31 17:57:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:00.675221 W | etcdserver: failed to revoke 4f0b6e20cce64278 ("etcdserver: request timed out")
Jan 31 17:57:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:00.675413 W | etcdserver: failed to revoke 4f0b6e20cce642d4 ("etcdserver: request timed out")
Jan 31 17:57:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:01.175337 W | etcdserver: failed to revoke 4f0b6e20cce64278 ("etcdserver: request timed out")
Jan 31 17:57:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:01.175423 W | etcdserver: failed to revoke 4f0b6e20cce642d4 ("etcdserver: request timed out")
Jan 31 17:57:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:01.175553 W | etcdserver: failed to revoke 4f0b6e20cce5c1ec ("etcdserver: request timed out")
Jan 31 17:57:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:01.675625 W | etcdserver: failed to revoke 4f0b6e20cce64278 ("etcdserver: request timed out")
Jan 31 17:57:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:01.675671 W | etcdserver: failed to revoke 4f0b6e20cce642d4 ("etcdserver: request timed out")
Jan 31 17:57:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:01.675705 W | etcdserver: failed to revoke 4f0b6e20cce5c1ec ("etcdserver: request timed out")
Jan 31 17:57:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:02.039790 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "error:context canceled" took too long (9.918402124s) to execute
Jan 31 17:57:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:02.175794 W | etcdserver: failed to revoke 4f0b6e20cce642d4 ("etcdserver: request timed out")
Jan 31 17:57:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:02.175838 W | etcdserver: failed to revoke 4f0b6e20cce5c1ec ("etcdserver: request timed out")
Jan 31 17:57:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:02.175854 W | etcdserver: failed to revoke 4f0b6e20cce64278 ("etcdserver: request timed out")
Jan 31 17:57:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:02.676252 W | etcdserver: failed to revoke 4f0b6e20cce5c1ec ("etcdserver: request timed out")
Jan 31 17:57:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:02.676341 W | etcdserver: failed to revoke 4f0b6e20cce64278 ("etcdserver: request timed out")
Jan 31 17:57:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:02.676379 W | etcdserver: failed to revoke 4f0b6e20cce642d4 ("etcdserver: request timed out")
Jan 31 17:57:03 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:03.091700 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "error:context canceled" took too long (9.961186874s) to execute
Jan 31 17:57:03 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:03.176414 W | etcdserver: failed to revoke 4f0b6e20cce5c1ec ("etcdserver: request timed out")
Jan 31 17:57:03 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:03.176488 W | etcdserver: failed to revoke 4f0b6e20cce64278 ("etcdserver: request timed out")
Jan 31 17:57:03 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:03.176504 W | etcdserver: failed to revoke 4f0b6e20cce642d4 ("etcdserver: request timed out")
Jan 31 17:57:03 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:03.676644 W | etcdserver: failed to revoke 4f0b6e20cce64278 ("etcdserver: request timed out")
Jan 31 17:57:03 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:03.676704 W | etcdserver: failed to revoke 4f0b6e20cce642d4 ("etcdserver: request timed out")
Jan 31 17:57:03 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:03.676748 W | etcdserver: failed to revoke 4f0b6e20cce5c1ec ("etcdserver: request timed out")
Jan 31 17:57:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:04.177248 W | etcdserver: failed to revoke 4f0b6e20cce5c1ec ("etcdserver: request timed out")
Jan 31 17:57:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:04.177313 W | etcdserver: failed to revoke 4f0b6e20cce64278 ("etcdserver: request timed out")
Jan 31 17:57:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:04.177331 W | etcdserver: failed to revoke 4f0b6e20cce642d4 ("etcdserver: request timed out")
Jan 31 17:57:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:04.262854 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "error:context canceled" took too long (9.941053871s) to execute
Jan 31 17:57:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:04.677509 W | etcdserver: failed to revoke 4f0b6e20cce5c1ec ("etcdserver: request timed out")
Jan 31 17:57:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:04.677590 W | etcdserver: failed to revoke 4f0b6e20cce642d4 ("etcdserver: request timed out")
Jan 31 17:57:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:04.677619 W | etcdserver: failed to revoke 4f0b6e20cce64278 ("etcdserver: request timed out")
Jan 31 17:57:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:05.024222 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "error:context canceled" took too long (9.954705748s) to execute
Jan 31 17:57:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:05.177618 W | etcdserver: failed to revoke 4f0b6e20cce642d4 ("etcdserver: request timed out")
Jan 31 17:57:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:05.177657 W | etcdserver: failed to revoke 4f0b6e20cce64278 ("etcdserver: request timed out")
Jan 31 17:57:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:05.177749 W | etcdserver: failed to revoke 4f0b6e20cce5c1ec ("etcdserver: request timed out")
Jan 31 17:57:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:05.677810 W | etcdserver: failed to revoke 4f0b6e20cce642d4 ("etcdserver: request timed out")
Jan 31 17:57:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:05.677961 W | etcdserver: failed to revoke 4f0b6e20cce64278 ("etcdserver: request timed out")
Jan 31 17:57:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:05.678029 W | etcdserver: failed to revoke 4f0b6e20cce5c1ec ("etcdserver: request timed out")
Jan 31 17:57:06 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:06.178190 W | etcdserver: failed to revoke 4f0b6e20cce5c1ec ("etcdserver: request timed out")
