-- Logs begin at Wed 2019-11-06 13:57:41 UTC, end at Sat 2019-11-09 10:51:37 UTC. --
Nov 09 10:30:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:30:12.494993 I | wal: segmented wal file /var/lib/etcd/member/wal/0000000000000539-000000000272fb4c.wal is created
Nov 09 10:47:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:47:05.008160 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (138.745594ms) to execute
Nov 09 10:47:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:47:05.008245 W | etcdserver: read-only range request "key:\"/registry/deployments/default/backend\" " with result "range_response_count:1 size:1897" took too long (227.151331ms) to execute
Nov 09 10:47:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:47:05.008392 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/listcheckers\" range_end:\"/registry/config.istio.io/listcheckert\" count_only:true " with result "range_response_count:0 size:7" took too long (110.595982ms) to execute
Nov 09 10:47:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:47:05.008490 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1406" took too long (221.911089ms) to execute
Nov 09 10:47:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:47:05.902504 W | etcdserver: read-only range request "key:\"/registry/ingress\" range_end:\"/registry/ingrest\" count_only:true " with result "range_response_count:0 size:7" took too long (584.40143ms) to execute
Nov 09 10:47:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:47:05.902730 W | etcdserver: read-only range request "key:\"/registry/pods/default/\" range_end:\"/registry/pods/default0\" limit:500 " with result "range_response_count:13 size:52259" took too long (489.811405ms) to execute
Nov 09 10:47:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:47:05.903061 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5352" took too long (570.333605ms) to execute
Nov 09 10:47:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:47:15.783944 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/adapters\" range_end:\"/registry/config.istio.io/adaptert\" count_only:true " with result "range_response_count:0 size:7" took too long (162.10085ms) to execute
Nov 09 10:48:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:48:36.932733 N | compactor: Starting auto-compaction at revision 37173489
Nov 09 10:48:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:48:36.933028 N | compactor: Finished auto-compaction at revision 37173489
Nov 09 10:48:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:48:48.343622 W | wal: sync duration of 2.6868016s, expected less than 1s
Nov 09 10:48:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:48:48.346203 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (2.526851025s) to execute
Nov 09 10:48:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:48:48.346608 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/disruption-controller-token-dzc52\" " with result "range_response_count:1 size:2381" took too long (1.964255742s) to execute
Nov 09 10:48:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:48:48.346626 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/attributemanifests\" range_end:\"/registry/config.istio.io/attributemanifestt\" count_only:true " with result "range_response_count:0 size:9" took too long (1.67110259s) to execute
Nov 09 10:48:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:48:48.346818 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/quotaspecbindings\" range_end:\"/registry/config.istio.io/quotaspecbindingt\" count_only:true " with result "range_response_count:0 size:7" took too long (1.177877195s) to execute
Nov 09 10:48:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:48:48.346883 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/memquotas\" range_end:\"/registry/config.istio.io/memquotat\" count_only:true " with result "range_response_count:0 size:7" took too long (1.278019968s) to execute
Nov 09 10:48:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:48:48.346917 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (1.830678499s) to execute
Nov 09 10:48:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:48:48.347133 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:4478" took too long (103.061164ms) to execute
Nov 09 10:48:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:48:48.347323 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.880770773s) to execute
Nov 09 10:48:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:48:48.347655 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.906425833s) to execute
Nov 09 10:48:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:48:48.347729 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-policy\" " with result "range_response_count:1 size:5955" took too long (1.910028676s) to execute
Nov 09 10:49:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:49:18.287656 I | mvcc: store.index: compact 37251792
Nov 09 10:49:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:49:18.297073 I | mvcc: finished scheduled compaction at 37251792 (took 5.038014ms)
Nov 09 10:49:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:49:18.826937 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (425.22315ms) to execute
Nov 09 10:49:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:49:18.827175 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4273" took too long (238.587612ms) to execute
Nov 09 10:49:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:49:18.827412 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (338.931127ms) to execute
Nov 09 10:49:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:49:18.827628 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (313.28491ms) to execute
Nov 09 10:49:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:49:18.827852 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-pilot\" " with result "range_response_count:1 size:5928" took too long (446.819723ms) to execute
