-- Logs begin at Thu 2020-01-30 03:46:10 UTC, end at Fri 2020-01-31 22:51:59 UTC. --
Jan 31 22:29:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:29:07.775511 W | wal: sync duration of 1.044483122s, expected less than 1s
Jan 31 22:30:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:30:51.772601 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (517.523832ms) to execute
Jan 31 22:31:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:31:10.776105 W | etcdserver: read-only range request "key:\"/registry/deployments/default/backend\" " with result "range_response_count:1 size:1897" took too long (445.107621ms) to execute
Jan 31 22:31:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:31:10.776479 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (256.818752ms) to execute
Jan 31 22:31:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:31:10.776708 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (608.270235ms) to execute
Jan 31 22:31:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:31:21.420621 W | etcdserver: request "header:<ID:14919139277750736165 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" mod_revision:53050355 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" value_size:6184 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" > >>" with result "size:20" took too long (100.243698ms) to execute
Jan 31 22:31:27 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:31:27.887548 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/gateways\" range_end:\"/registry/networking.istio.io/gatewayt\" count_only:true " with result "range_response_count:0 size:9" took too long (710.668722ms) to execute
Jan 31 22:31:27 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:31:27.887881 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:3990" took too long (562.810698ms) to execute
Jan 31 22:31:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:31:29.898568 W | etcdserver: read-only range request "key:\"/registry/certificatesigningrequests\" range_end:\"/registry/certificatesigningrequestt\" count_only:true " with result "range_response_count:0 size:7" took too long (200.351668ms) to execute
Jan 31 22:31:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:31:29.898848 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1424" took too long (230.838725ms) to execute
Jan 31 22:31:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:31:30.430005 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (210.816053ms) to execute
Jan 31 22:31:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:31:31.049967 W | etcdserver: request "header:<ID:14919139277750736295 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/default/backend\" mod_revision:53050377 > success:<request_put:<key:\"/registry/services/endpoints/default/backend\" value_size:449 >> failure:<request_range:<key:\"/registry/services/endpoints/default/backend\" > >>" with result "size:20" took too long (263.628263ms) to execute
Jan 31 22:31:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:31:31.051014 W | etcdserver: read-only range request "key:\"/registry/minions/\" range_end:\"/registry/minions0\" limit:500 " with result "range_response_count:6 size:28480" took too long (388.19641ms) to execute
Jan 31 22:31:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:31:31.713196 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/coredns-token-hmdjn\" " with result "range_response_count:1 size:2283" took too long (346.853483ms) to execute
Jan 31 22:31:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:31:31.713262 W | etcdserver: request "header:<ID:14919139277750736313 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" mod_revision:53050374 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" value_size:6184 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" > >>" with result "size:20" took too long (274.666937ms) to execute
Jan 31 22:31:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:31:31.713370 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (191.884384ms) to execute
Jan 31 22:31:37 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:31:37.130302 I | etcdserver: start to snapshot (applied: 58467245, lastsnap: 58457244)
Jan 31 22:31:37 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:31:37.230238 I | etcdserver: saved snapshot at index 58467245
Jan 31 22:31:37 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:31:37.230797 I | etcdserver: compacted raft log at 58462245
Jan 31 22:31:41 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:31:41.346143 W | wal: sync duration of 1.18419123s, expected less than 1s
Jan 31 22:31:41 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:31:41.359231 W | etcdserver: request "header:<ID:14919139277750736381 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" mod_revision:53050395 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" value_size:4164 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" > >>" with result "size:20" took too long (1.197040454s) to execute
Jan 31 22:31:41 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:31:41.360064 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts\" range_end:\"/registry/serviceaccountt\" count_only:true " with result "range_response_count:0 size:9" took too long (1.189066363s) to execute
Jan 31 22:31:41 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:31:41.360431 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (873.839535ms) to execute
Jan 31 22:31:41 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:31:41.361062 W | etcdserver: read-only range request "key:\"/registry/deployments/default/backend\" " with result "range_response_count:1 size:1897" took too long (552.11652ms) to execute
Jan 31 22:31:46 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:31:46.758701 W | etcdserver: request "header:<ID:14919139277750736442 > lease_revoke:<id:4f0b6e20cce915b3>" with result "size:29" took too long (384.772851ms) to execute
Jan 31 22:31:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:31:47.562923 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (168.435508ms) to execute
Jan 31 22:31:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:31:50.633449 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5098" took too long (156.041807ms) to execute
Jan 31 22:31:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:31:50.633787 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (305.943949ms) to execute
Jan 31 22:31:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:31:51.739225 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (156.553535ms) to execute
Jan 31 22:31:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:31:52.291548 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-n6xv8.15ef1939305e9e2b\" " with result "range_response_count:1 size:561" took too long (297.999606ms) to execute
Jan 31 22:31:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:31:52.291860 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (204.787139ms) to execute
Jan 31 22:31:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:31:52.665088 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-n6xv8.15ef19393562b742\" " with result "range_response_count:1 size:468" took too long (364.886153ms) to execute
Jan 31 22:31:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:31:54.791706 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-policy\" " with result "range_response_count:1 size:5955" took too long (329.366388ms) to execute
Jan 31 22:31:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:31:56.672807 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/attributemanifests\" range_end:\"/registry/config.istio.io/attributemanifestt\" count_only:true " with result "range_response_count:0 size:9" took too long (845.283319ms) to execute
Jan 31 22:31:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:31:56.672923 W | etcdserver: request "header:<ID:14919139277750736549 > lease_revoke:<id:4f0b6e20cce91604>" with result "size:29" took too long (293.120596ms) to execute
Jan 31 22:31:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:31:56.673022 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (361.101217ms) to execute
Jan 31 22:31:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:31:56.673090 W | etcdserver: read-only range request "key:\"/registry/deployments/default/backend\" " with result "range_response_count:1 size:1910" took too long (292.804381ms) to execute
Jan 31 22:31:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:31:57.100164 I | pkg/fileutil: purged file /var/lib/etcd/member/snap/0000000000000017-00000000037b6058.snap successfully
Jan 31 22:31:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:31:58.506314 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-galley-service-account-token-qgxvn\" " with result "range_response_count:1 size:2440" took too long (248.979799ms) to execute
Jan 31 22:31:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:31:58.506722 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (734.950378ms) to execute
Jan 31 22:31:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:31:58.506985 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/clusterrbacconfigs\" range_end:\"/registry/rbac.istio.io/clusterrbacconfigt\" count_only:true " with result "range_response_count:0 size:7" took too long (599.472084ms) to execute
Jan 31 22:31:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:31:58.507050 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:3990" took too long (1.182575887s) to execute
Jan 31 22:31:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:31:58.507394 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/prometheuses\" range_end:\"/registry/config.istio.io/prometheuset\" count_only:true " with result "range_response_count:0 size:7" took too long (1.076850808s) to execute
Jan 31 22:31:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:31:58.507795 W | etcdserver: read-only range request "key:\"/registry/events\" range_end:\"/registry/eventt\" count_only:true " with result "range_response_count:0 size:10" took too long (480.024482ms) to execute
Jan 31 22:31:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:31:58.508072 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-59lv5.15ef1957667ca4ad\" " with result "range_response_count:1 size:592" took too long (285.226958ms) to execute
Jan 31 22:32:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:32:00.607270 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5098" took too long (486.074961ms) to execute
Jan 31 22:32:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:32:00.607661 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-n6xv8\" " with result "range_response_count:1 size:4261" took too long (203.708641ms) to execute
Jan 31 22:32:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:32:07.318478 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/checknothings\" range_end:\"/registry/config.istio.io/checknothingt\" count_only:true " with result "range_response_count:0 size:7" took too long (141.173711ms) to execute
Jan 31 22:32:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:32:10.307278 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-policy\" " with result "range_response_count:1 size:5955" took too long (502.376939ms) to execute
Jan 31 22:32:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:32:10.307757 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (301.232765ms) to execute
Jan 31 22:32:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:32:12.070809 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:6260" took too long (236.253356ms) to execute
Jan 31 22:32:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:32:12.070966 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (163.314083ms) to execute
Jan 31 22:32:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:32:21.031334 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (216.17885ms) to execute
Jan 31 22:32:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:32:22.744693 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4181" took too long (451.391786ms) to execute
Jan 31 22:32:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:32:22.744760 W | etcdserver: read-only range request "key:\"/registry/ranges/serviceips\" " with result "range_response_count:1 size:2101" took too long (501.899491ms) to execute
Jan 31 22:32:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:32:22.744915 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (636.919594ms) to execute
