-- Logs begin at Wed 2019-09-25 21:44:06 UTC, end at Fri 2019-09-27 13:23:22 UTC. --
Sep 27 13:01:39 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:01:39.198792 I | mvcc: store.index: compact 30537471
Sep 27 13:21:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:21:05.790648 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (522.450887ms) to execute
Sep 27 13:21:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:21:05.790912 W | etcdserver: failed to revoke 4f0b6adf85864aab ("lease not found")
Sep 27 13:21:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:21:05.790954 W | etcdserver: failed to revoke 4f0b6adf85864aab ("lease not found")
Sep 27 13:21:08 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:21:08.650310 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/httpapispecs\" range_end:\"/registry/config.istio.io/httpapispect\" count_only:true " with result "range_response_count:0 size:7" took too long (106.537536ms) to execute
Sep 27 13:21:10 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:21:10.324650 W | wal: sync duration of 1.609497677s, expected less than 1s
Sep 27 13:21:10 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:21:10.327519 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (1.009572764s) to execute
Sep 27 13:21:10 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:21:10.327552 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-zcd5r\" " with result "range_response_count:1 size:2314" took too long (262.559018ms) to execute
Sep 27 13:21:10 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:21:10.327773 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (1.009444629s) to execute
Sep 27 13:21:10 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:21:10.327971 W | etcdserver: read-only range request "key:\"/registry/jobs\" range_end:\"/registry/jobt\" count_only:true " with result "range_response_count:0 size:9" took too long (327.917362ms) to execute
Sep 27 13:21:10 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:21:10.328000 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (215.258366ms) to execute
Sep 27 13:21:10 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:21:10.328047 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-zcd5r\" " with result "range_response_count:1 size:2314" took too long (868.810944ms) to execute
Sep 27 13:21:10 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:21:10.328214 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-zcd5r\" " with result "range_response_count:1 size:2314" took too long (1.242083279s) to execute
Sep 27 13:21:10 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:21:10.328253 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (406.763775ms) to execute
Sep 27 13:21:10 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:21:10.328389 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (518.473458ms) to execute
Sep 27 13:21:13 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:21:13.306156 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:6185" took too long (143.038704ms) to execute
Sep 27 13:21:13 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:21:13.579258 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-6kkqz.15c84e1ac1751f3b\" " with result "range_response_count:0 size:7" took too long (172.348681ms) to execute
Sep 27 13:21:13 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:21:13.579591 W | etcdserver: read-only range request "key:\"/registry/deployments/default/backend\" " with result "range_response_count:1 size:1897" took too long (249.204142ms) to execute
Sep 27 13:21:17 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:21:17.559722 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/rbacs\" range_end:\"/registry/config.istio.io/rbact\" count_only:true " with result "range_response_count:0 size:7" took too long (181.03628ms) to execute
Sep 27 13:21:17 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:21:17.559866 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-pilot\" " with result "range_response_count:1 size:5928" took too long (221.694449ms) to execute
Sep 27 13:21:39 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:21:39.362046 I | mvcc: store.index: compact 30541374
Sep 27 13:21:39 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:21:39.368874 I | mvcc: finished scheduled compaction at 30541374 (took 5.069185ms)
