-- Logs begin at Tue 2019-10-29 00:05:09 UTC, end at Fri 2019-11-01 17:36:12 UTC. --
Nov 01 17:14:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:14:45.362803 I | etcdserver: start to snapshot (applied: 39154848, lastsnap: 39144847)
Nov 01 17:32:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:32:16.518210 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (329.03724ms) to execute
Nov 01 17:32:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:32:16.518408 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (309.445754ms) to execute
Nov 01 17:32:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:32:16.519336 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (326.993944ms) to execute
Nov 01 17:32:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:32:23.700703 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (321.003106ms) to execute
Nov 01 17:32:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:32:23.701024 W | etcdserver: read-only range request "key:\"/registry/mutatingwebhookconfigurations\" range_end:\"/registry/mutatingwebhookconfigurationt\" count_only:true " with result "range_response_count:0 size:9" took too long (151.253405ms) to execute
Nov 01 17:32:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:32:38.115337 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (401.280234ms) to execute
Nov 01 17:33:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:33:20.555672 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (746.242883ms) to execute
Nov 01 17:33:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:33:36.229781 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-rxwcx.15d319736b508ac5\" " with result "range_response_count:1 size:485" took too long (407.729223ms) to execute
Nov 01 17:34:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:34:05.683780 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (416.983892ms) to execute
Nov 01 17:34:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:34:10.388600 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (474.279155ms) to execute
Nov 01 17:34:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:34:16.537382 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (112.369817ms) to execute
Nov 01 17:34:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:34:22.610423 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (174.30943ms) to execute
Nov 01 17:34:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:34:23.770381 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/podmonitors\" range_end:\"/registry/monitoring.coreos.com/podmonitort\" count_only:true " with result "range_response_count:0 size:7" took too long (567.68999ms) to execute
Nov 01 17:34:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:34:23.770536 W | etcdserver: read-only range request "key:\"/registry/secrets\" range_end:\"/registry/secrett\" count_only:true " with result "range_response_count:0 size:9" took too long (577.966889ms) to execute
Nov 01 17:34:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:34:23.770794 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (525.614057ms) to execute
Nov 01 17:34:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:34:23.770821 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices\" range_end:\"/registry/apiregistration.k8s.io/apiservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (642.26887ms) to execute
Nov 01 17:34:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:34:23.771029 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (567.934498ms) to execute
Nov 01 17:34:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:34:23.771252 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (390.598316ms) to execute
