-- Logs begin at Fri 2020-01-31 15:46:29 UTC, end at Sun 2020-02-02 04:01:22 UTC. --
Feb 02 03:38:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:38:17.248325 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-sidecar-injector-8946597f4-6br4h.15ef78a806a059df\" " with result "range_response_count:1 size:647" took too long (171.455512ms) to execute
Feb 02 03:49:45 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:45.034039 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "error:context canceled" took too long (9.999667767s) to execute
Feb 02 03:49:45 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:45.034275 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-9j7jt\" " with result "error:context canceled" took too long (23.660518838s) to execute
Feb 02 03:49:45 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:45.403819 W | etcdserver: failed to revoke 4f0b6e20ccfaa432 ("etcdserver: request timed out")
Feb 02 03:49:45 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:45.883135 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "error:context canceled" took too long (9.99828313s) to execute
Feb 02 03:49:45 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:45.885424 W | etcdserver: read-only range request "key:\"/registry/events/kube-system/kube-scheduler-openhouse-demo-k8s-master-1.15d2b8691f895acb\" " with result "error:context canceled" took too long (14.33611811s) to execute
Feb 02 03:49:45 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:45.903919 W | etcdserver: failed to revoke 4f0b6e20ccfaa432 ("etcdserver: request timed out")
Feb 02 03:49:46 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:46.404304 W | etcdserver: failed to revoke 4f0b6e20ccfaa432 ("etcdserver: request timed out")
Feb 02 03:49:46 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:46.904617 W | etcdserver: failed to revoke 4f0b6e20ccfaa432 ("etcdserver: request timed out")
Feb 02 03:49:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:47.404969 W | etcdserver: failed to revoke 4f0b6e20ccfaa432 ("etcdserver: request timed out")
Feb 02 03:49:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:47.905326 W | etcdserver: failed to revoke 4f0b6e20ccfaa432 ("etcdserver: request timed out")
Feb 02 03:49:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:48.059438 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "error:context canceled" took too long (9.999873347s) to execute
Feb 02 03:49:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:48.405631 W | etcdserver: failed to revoke 4f0b6e20ccfaa432 ("etcdserver: request timed out")
Feb 02 03:49:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:48.405706 W | etcdserver: failed to revoke 4f0b6e20ccfaa48d ("etcdserver: request timed out")
Feb 02 03:49:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:48.905908 W | etcdserver: failed to revoke 4f0b6e20ccfaa48d ("etcdserver: request timed out")
Feb 02 03:49:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:48.905988 W | etcdserver: failed to revoke 4f0b6e20ccfaa432 ("etcdserver: request timed out")
Feb 02 03:49:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:49.406418 W | etcdserver: failed to revoke 4f0b6e20ccfaa48d ("etcdserver: request timed out")
Feb 02 03:49:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:49.406477 W | etcdserver: failed to revoke 4f0b6e20ccfaa432 ("etcdserver: request timed out")
Feb 02 03:49:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:49.770727 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "error:context canceled" took too long (9.999792683s) to execute
Feb 02 03:49:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:49.906599 W | etcdserver: failed to revoke 4f0b6e20ccfaa48d ("etcdserver: request timed out")
Feb 02 03:49:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:49.906662 W | etcdserver: failed to revoke 4f0b6e20ccfaa432 ("etcdserver: request timed out")
Feb 02 03:49:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:50.133602 W | etcdserver: timed out waiting for read index response
Feb 02 03:49:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:50.133899 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/attributemanifests\" range_end:\"/registry/config.istio.io/attributemanifestt\" count_only:true " with result "error:etcdserver: request timed out" took too long (15.358729407s) to execute
Feb 02 03:49:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:50.134016 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "error:etcdserver: request timed out" took too long (16.383328573s) to execute
Feb 02 03:49:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:50.134103 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/destinationrules\" range_end:\"/registry/networking.istio.io/destinationrulet\" count_only:true " with result "error:etcdserver: request timed out" took too long (16.626461922s) to execute
Feb 02 03:49:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:50.134180 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/reportnothings\" range_end:\"/registry/config.istio.io/reportnothingt\" count_only:true " with result "error:etcdserver: request timed out" took too long (16.751341763s) to execute
Feb 02 03:49:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:50.134228 W | etcdserver: read-only range request "key:\"/registry/namespaces\" range_end:\"/registry/namespacet\" count_only:true " with result "error:etcdserver: request timed out" took too long (16.940644941s) to execute
Feb 02 03:49:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:50.134331 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-b8fgh\" " with result "error:etcdserver: request timed out" took too long (17.382716386s) to execute
Feb 02 03:49:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:50.134425 W | etcdserver: read-only range request "key:\"/registry/clusterroles\" range_end:\"/registry/clusterrolet\" count_only:true " with result "error:etcdserver: request timed out" took too long (17.588126338s) to execute
Feb 02 03:49:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:50.134474 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-b8fgh\" " with result "error:etcdserver: request timed out" took too long (17.936262496s) to execute
Feb 02 03:49:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:50.134523 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/handlers\" range_end:\"/registry/config.istio.io/handlert\" count_only:true " with result "error:etcdserver: request timed out" took too long (18.383930478s) to execute
Feb 02 03:49:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:50.134579 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-b8fgh\" " with result "error:etcdserver: request timed out" took too long (18.921210291s) to execute
Feb 02 03:49:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:50.134637 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "error:etcdserver: request timed out" took too long (25.027086859s) to execute
Feb 02 03:49:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:50.134649 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/disruption-controller-token-dzc52\" " with result "error:etcdserver: request timed out" took too long (24.994090402s) to execute
Feb 02 03:49:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:50.134713 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/noops\" range_end:\"/registry/config.istio.io/noopt\" count_only:true " with result "error:etcdserver: request timed out" took too long (25.298783477s) to execute
Feb 02 03:49:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:50.134733 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "error:etcdserver: request timed out" took too long (22.10661062s) to execute
Feb 02 03:49:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:50.134763 W | etcdserver: read-only range request "key:\"/registry/storageclasses\" range_end:\"/registry/storageclasset\" count_only:true " with result "error:etcdserver: request timed out" took too long (22.581304659s) to execute
Feb 02 03:49:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:50.134806 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "error:etcdserver: request timed out" took too long (25.560499873s) to execute
Feb 02 03:49:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:50.134843 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/kubernetesenvs\" range_end:\"/registry/config.istio.io/kubernetesenvt\" count_only:true " with result "error:etcdserver: request timed out" took too long (22.640597034s) to execute
Feb 02 03:49:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:50.134857 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/instances\" range_end:\"/registry/config.istio.io/instancet\" count_only:true " with result "error:etcdserver: request timed out" took too long (25.692716945s) to execute
Feb 02 03:49:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:50.134894 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/redisquotas\" range_end:\"/registry/config.istio.io/redisquotat\" count_only:true " with result "error:etcdserver: request timed out" took too long (19.879169001s) to execute
Feb 02 03:49:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:50.134916 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/memquotas\" range_end:\"/registry/config.istio.io/memquotat\" count_only:true " with result "error:etcdserver: request timed out" took too long (23.258276164s) to execute
Feb 02 03:49:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:50.134954 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "error:etcdserver: request timed out" took too long (25.860058536s) to execute
Feb 02 03:49:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:50.134971 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-b8fgh\" " with result "error:etcdserver: request timed out" took too long (23.680121426s) to execute
Feb 02 03:49:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:50.134982 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.authorization.k8s.io\" " with result "error:etcdserver: request timed out" took too long (19.974254342s) to execute
Feb 02 03:49:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:50.135045 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "error:etcdserver: request timed out" took too long (24.039331279s) to execute
Feb 02 03:49:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:50.135066 W | etcdserver: read-only range request "key:\"/registry/minions\" range_end:\"/registry/miniont\" count_only:true " with result "error:etcdserver: request timed out" took too long (26.919419156s) to execute
Feb 02 03:49:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:50.135106 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-b8fgh\" " with result "error:etcdserver: request timed out" took too long (24.0491782s) to execute
Feb 02 03:49:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:50.135124 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/servicerolebindings\" range_end:\"/registry/rbac.istio.io/servicerolebindingt\" count_only:true " with result "error:etcdserver: request timed out" took too long (27.910265026s) to execute
Feb 02 03:49:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:50.135145 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.storage.k8s.io\" " with result "error:etcdserver: request timed out" took too long (19.97452451s) to execute
Feb 02 03:49:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:50.135212 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-b8fgh\" " with result "error:etcdserver: request timed out" took too long (24.808936856s) to execute
Feb 02 03:49:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:50.135242 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/tracespans\" range_end:\"/registry/config.istio.io/tracespant\" count_only:true " with result "error:etcdserver: request timed out" took too long (28.993759588s) to execute
Feb 02 03:49:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:50.135264 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "error:etcdserver: request timed out" took too long (24.81827098s) to execute
Feb 02 03:49:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:50.135288 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-b8fgh\" " with result "error:etcdserver: request timed out" took too long (29.575763223s) to execute
Feb 02 03:49:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:50.135320 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1alpha2.config.istio.io\" " with result "error:etcdserver: request timed out" took too long (19.9747195s) to execute
Feb 02 03:49:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:50.135389 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "error:etcdserver: request timed out" took too long (29.644058896s) to execute
Feb 02 03:49:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:50.135444 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.authentication.k8s.io\" " with result "error:etcdserver: request timed out" took too long (19.975012458s) to execute
Feb 02 03:49:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:50.135481 W | etcdserver: read-only range request "key:\"/registry/clusterrolebindings\" range_end:\"/registry/clusterrolebindingt\" count_only:true " with result "error:etcdserver: request timed out" took too long (29.764616416s) to execute
Feb 02 03:49:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:50.135541 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "error:etcdserver: request timed out" took too long (20.169121968s) to execute
Feb 02 03:49:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:50.135589 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-b8fgh\" " with result "error:etcdserver: request timed out" took too long (25.441406267s) to execute
Feb 02 03:49:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:50.135620 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "error:etcdserver: request timed out" took too long (20.229335696s) to execute
Feb 02 03:49:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:50.135693 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kube-proxy-token-6ncqr\" " with result "error:etcdserver: request timed out" took too long (20.326255317s) to execute
Feb 02 03:49:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:50.135768 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kube-proxy-token-6ncqr\" " with result "error:etcdserver: request timed out" took too long (20.40310209s) to execute
Feb 02 03:49:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:50.135850 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "error:etcdserver: request timed out" took too long (20.595200887s) to execute
Feb 02 03:49:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:49:50.135981 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-b8fgh\" " with result "error:etcdserver: request timed out" took too long (21.948959902s) to execute
